Player,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,GOALS,xG,ASSISTS,xA,DUELS PER 90,DUELS WON %,Birth country,Passport country,Foot,Height,Weight,On loan,SUCCESSFUL DEFENSIVE ACTIONS PER 90,DEFENSIVE DUELS PER 90,DEFENSIVE DUELS WON %,AERIAL DUELS PER 90,AERIAL DUELS WON %,SLIDING TACKLES PER 90,PADJ SLIDING TACKLES,SHOTS BLOCKED PER 90,INTERCEPTIONS PER 90,PADJ INTERCEPTIONS,FOULS PER 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,SUCCESSFUL ATTACKING ACTIONS PER 90,GOALS PER 90,Non-penalty goals,NON PENALITY GOALS PER 90,xG PER 90,Head goals,Head goals per 90,SHOTS,SHOTS PER 90,SHOTS ON TARGET %,GOAL CONVERSION %,ASSISTS PER 90,CROSSES PER 90,ACCURATE CROSSES %,DRIBBLES PER 90,SUCCESSFUL DRIBBLES %,OFFENSIVE DUELS PER 90,OFFENSIVE DUELS WON %,TOUCHES IN BOX PER 90,PROGRESSIVE RUNS PER 90,ACCELERATIONS PER 90,PASSES PER 90,ACCURATE PASSES %,FORWARD PASSES PER 90,ACCURATE FORWARD PASSES %,BACK PASSES PER 90,ACCURATE BACK PASSES %,LATERAL PASSES PER 90,ACCURATE LATERAL PASSES %,LONG PASSES PER 90,ACCURATE LONG PASSES %,AVERAGE PASS LENGTH,AVERAGE LONG PASS LENGTH,xA PER 90,SHOT ASSISTS PER 90,SECOND ASSISTS PER 90,THIRD ASSISTS PER 90,SMART PASSES PER 90,ACCURATE SMART PASSES %,KEY PASSES PER 90,PASSES TO FINAL THIRD PER 90,ACCURATE PASSES TO FINAL THIRD %,PASSES TO PENALTY AREA PER 90,ACCURATE PASSES TO PENALTY AREA %,THROUGH PASSES PER 90,ACCURATE THROUGH PASSES %,DEEP COMPLETIONS PER 90,DEEP COMPLETED CROSSES per 90,PROGRESSIVE PASSES PER 90,ACCURATE PROGRESSIVE PASSES %
M. Lacroix,Crystal Palace,"CB, RCB",24,20000000,2029-06-30,12,1189,1,0.83,1,0,14.23,55.32,France,"France, Guadeloupe",right,190,88,no,10.52,6.74,60.67,3.63,50,0.45,0.51,0.3,5.98,6.77,0.98,3,0.23,0,0,0.61,0.08,1,0.08,0.06,1,0.08,6,0.45,16.67,16.667,0.08,0.23,0,0.68,77.78,2.04,51.85,0.53,0.61,0.08,36.86,81.52,15.59,68.93,2.42,96.88,16.12,92.02,5.9,56.41,22.27,39.69,0,0,0,0,0.15,0,0.08,5.15,73.53,0.61,0,0.45,16.67,0,0,7.95,62.86
T. Mitchell,Crystal Palace,"LWB, LB",25,25000000,2025-06-30,15,1415,0,0.5,1,2.44,15.77,56.45,England,"England, Jamaica",left,175,65,no,11.13,8.52,65.67,1.21,42.11,0.32,0.36,0.13,5.22,5.96,0.64,2,0.13,0,0,2.42,0,0,0,0.03,0,0,4,0.25,0,0,0.06,3.82,30,1.72,70.37,4.2,50,1.34,0.89,0.06,31.99,75.15,9.41,62.84,6.42,97.03,11.58,75.82,3.18,46,19.8,35.41,0.16,0.95,0,0.13,0.06,100,0.51,3.24,54.9,3.31,42.31,0.57,33.33,0.64,1.14,6.93,71.56
M. Holgate,Everton,RB,28,5000000,2025-06-30,1,16,0,0,0,0,,,England,"England, Jamaica",right,184,75,yes,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
T. Iroegbunam,Everton,"RDMF, RCMF",21,4000000,2027-06-30,6,430,0,0.28,0,0.13,22.4,49.53,England,"England, Nigeria",right,183,70,no,10.88,8.58,68.29,1.67,50,1.05,1.08,0,3.98,4.1,1.88,2,0.42,0,0,1.26,0,0,0,0.06,0,0,4,0.84,0,0,0,0.63,33.33,2.93,35.71,9.42,35.56,1.47,1.67,0,19.88,76.84,7.95,65.79,2.09,80,5.44,96.15,1.88,55.56,17.46,24.85,0.03,0.63,0,0.21,0.42,0,0,3.14,66.67,1.05,60,0.42,0,0.84,0.21,3.98,68.42
J. Garner,Everton,RB,23,22000000,2026-06-30,4,287,0,0,0,0.09,15.37,57.14,England,England,right,182,78,no,14.11,12.23,61.54,0.94,33.33,0,0,0.63,6.59,7.16,1.25,1,0.31,0,0,0.94,0,0,0,0,0,0,1,0.31,0,0,0,2.2,14.29,0.63,100,1.88,33.33,0.63,0.63,0,26.34,65.48,13.48,69.77,3.45,72.73,5.02,56.25,2.51,12.5,21.53,30.53,0.03,0.31,0,0,0,0,0,3.14,40,1.57,20,0,0,0,0.63,5.33,58.82
R. Dixon,Everton,RB,19,0,,1,98,0,0,0,0,16.53,55.56,England,England,right,0,0,no,12.86,11.02,75,1.84,0,0.92,0.81,0,3.67,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,3.67,25,0,0,0.92,14.69,50,10.1,36.36,1.84,50,1.84,100,3.67,25,22.8,47.65,0,0,0,0,0.92,0,0,4.59,40,0,0,0.92,0,0,0,6.43,28.57
M. Keane,Everton,LCB,31,6000000,2025-06-30,9,904,2,0.87,0,0,10.06,56.44,England,"England, Republic of Ireland",right,188,82,no,7.47,3.78,57.89,4.48,62.22,0,0,0.6,5.28,5.66,0.8,4,0.4,0,0,0.4,0.2,2,0.2,0.09,0,0,7,0.7,42.86,28.571,0,0.1,0,0,0,0.4,0,0.7,0.2,0,29.47,83.78,10.55,66.98,2.49,92,14.04,95.04,5.67,52.63,24.42,41.28,0,0,0,0,0.1,100,0,3.48,54.29,0.2,0,0.2,50,0,0,5.48,52.73
H. Armstrong,Everton,"RCMF, DMF",17,0,,2,10,0,0,0,0,,,England,England,right,185,72,no,,,,,,,15,,,0,,1,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,28.27,24.32,,,,,,,,,,,,,,,,,
J. Branthwaite,Everton,LCB,22,42000000,2027-06-30,7,507,0,0.1,0,0,11.01,48.39,England,England,left,195,74,no,7.99,3.73,76.19,2.66,40,0.71,0.9,0.18,4.44,5.6,0,0,0,0,0,0.18,0,0,0,0.02,0,0,1,0.18,0,0,0,0.18,0,0.18,0,1.42,25,0.18,1.24,0,39.41,86.94,18.28,81.55,2.66,93.33,14.2,92.5,3.37,68.42,21.13,37.29,0,0,0,0,0.18,100,0,4.44,80,0.36,0,0.18,0,0,0,6.92,69.23
J. O'Brien,Everton,"RCB, RB",23,0,,2,46,0,0,0,0,21.52,72.73,Republic of Ireland,Republic of Ireland,right,197,80,no,9.78,11.74,66.67,0,0,0,0,0,1.96,2.14,1.96,1,1.96,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,100,7.83,75,0,0,0,33.26,94.12,19.57,90,1.96,100,9.78,100,3.91,50,18.56,20.58,0,0,0,0,0,0,0,9.78,80,0,0,0,0,0,0,7.83,100
I. Ndiaye,Everton,"LAMF, LW",24,15000000,2029-06-30,14,1167,2,1.58,0,0.51,25.76,47.01,France,"France, Senegal",right,180,70,no,6.63,6.48,58.33,0.77,30,0.23,0.26,0.08,2.62,2.98,0.85,1,0.08,0,0,5.86,0.15,2,0.15,0.12,0,0,16,1.23,43.75,12.5,0,1.85,33.33,7.17,64.52,15.89,43.69,3.01,3.7,0.85,23.29,82.45,4.7,72.13,8.02,99.04,6.09,81.01,0.46,83.33,15.94,16.12,0.04,0.31,0.23,0,0.15,50,0.15,1.47,78.95,1.54,55,0.23,33.33,0.62,0.54,2.7,74.29
Beto,Everton,CF,26,20000000,2027-06-30,9,236,1,1.41,0,0,30.89,32.1,Portugal,"Portugal, Guinea-Bissau",right,194,88,no,3.43,3.81,60,8.39,40.91,0,0,0.38,1.14,1.48,2.29,0,0,0,0,1.91,0.38,1,0.38,0.54,1,0.38,10,3.81,30,10,0,0,0,3.43,22.22,11.82,25.81,4.96,0.38,0,4.96,76.92,0,0,1.91,100,1.53,25,0,0,12.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0
J. Lindstrøm,Everton,"RAMF, RW",24,22000000,2028-06-30,10,533,0,1.32,0,0.81,15.53,42.39,Denmark,Denmark,right,182,66,yes,7.09,6.75,65,0.34,50,0.17,0.2,0.51,2.53,3.04,0.34,0,0,0,0,3.55,0,0,0,0.22,0,0,16,2.7,37.5,0,0,3.21,31.58,3.55,42.86,6.92,29.27,2.03,2.03,0.34,26.68,74.05,4.56,59.26,7.94,87.23,7.94,70.21,0.84,60,17.59,19.66,0.14,1.35,0,0,0.17,0,0.51,3.04,50,2.87,29.41,0.34,0,0.51,1.01,4.22,76
A. Young,Everton,"RB, LB",39,500000,2025-06-30,12,1136,1,0.25,2,0.83,11.65,53.06,England,"England, Jamaica",right,175,65,no,7.37,5.86,58.11,1.51,36.84,0.4,0.45,0.24,3.57,4.07,0.87,3,0.24,1,0.08,2.06,0.08,1,0.08,0.02,0,0,4,0.32,50,25,0.16,2.77,48.57,0.79,70,2.06,61.54,0.24,1.27,0.55,38.74,76.28,20.04,70.75,4.44,94.64,9.67,79.51,7.61,48.96,22.75,38.28,0.07,0.79,0,0,0,0,0.48,8,61.39,3.33,54.76,0.16,50,0.63,1.35,11.09,75.71
S. Coleman,Everton,RB,36,500000,2025-06-30,1,99,0,0.21,0,0,18.18,75,Republic of Ireland,Republic of Ireland,right,177,77,no,11.82,10,90.91,0.91,100,0,0,0,2.73,4.09,0,0,0,0,0,1.82,0,0,0,0.19,0,0,1,0.91,100,0,0,0.91,0,2.73,33.33,4.55,20,0.91,0,0,28.18,74.19,15.45,64.71,2.73,100,6.36,71.43,4.55,40,18.55,31.72,0,0,0,0,0,0,0,4.55,60,0.91,0,0.91,0,0,0,7.27,62.5
I. Gueye,Everton,"LDMF, RDMF, LCMF",35,3000000,2025-06-30,13,1079,0,0.85,0,0.67,17.6,54.03,Senegal,Senegal,right,174,66,no,9.59,8.42,59.41,1.5,61.11,1.33,1.5,0.17,3.25,3.67,1.92,2,0.17,0,0,1.25,0,0,0,0.07,0,0,13,1.08,15.38,0,0,0.42,60,1.08,69.23,5.34,45.31,1.08,0.75,0.17,39.7,87.61,12.18,78.77,7.26,95.4,14.76,92.09,2.25,62.96,17.96,37.21,0.06,0.42,0,0,0.17,50,0.17,6.51,82.05,1.42,47.06,0.25,33.33,0.83,0.25,5.84,82.86
J. Pickford,Everton,GK,30,22000000,2027-06-30,14,1388,0,0,0,0,0.84,76.92,England,England,left,185,77,no,1.88,0.19,66.67,0.39,83.33,0.06,0.07,0,1.69,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,66.67,0,0,0,22.37,81.74,14.85,74.24,0,0,6.81,97.14,11.35,66.86,38.6,53.14,0,0,0,0,0,0,0,6.1,64.89,0.65,30,0.58,33.33,0.13,0,8.49,81.68
A. Doucouré,Everton,"RDMF, AMF",31,10000000,2025-06-30,12,964,0,0.6,0,0.48,13.82,48.65,France,"France, Mali",right,183,75,no,6.72,5.6,55,2.43,57.69,0,0,0.28,3.64,4.06,1.59,0,0,0,0,0.65,0,0,0,0.06,0,0,5,0.47,20,0,0,0.75,25,0.75,50,3.55,34.21,1.31,1.4,0.09,33.7,84.49,7.84,72.62,5.51,89.83,14.56,91.67,0.19,0,17.88,6.45,0.04,1.03,0,0,0,0,0.19,3.45,81.08,1.03,54.55,0,0,0.65,0.09,3.17,64.71
J. Tarkowski,Everton,RCB,32,13000000,2026-06-30,14,1376,0,0.46,0,0.92,13.08,62,England,"England, Poland",right,185,81,no,10.14,5.04,72.73,4.45,63.24,0.52,0.59,1.05,5.95,6.69,0.85,3,0.2,0,0,0.26,0,0,0,0.03,0,0,5,0.33,40,0,0,0.2,66.67,0.13,0,1.18,33.33,1.11,0.33,0,34.27,86.07,14.78,73.89,2.81,95.35,14.19,96.31,5.17,51.9,22.1,41.87,0.06,0.39,0,0.07,0,0,0.13,5.36,62.2,0.85,30.77,0.65,30,0.46,0.13,6.48,65.66
D. Calvert-Lewin,Everton,CF,27,22000000,2025-06-30,14,1179,2,4.66,1,0.58,27.1,37.75,England,England,right,187,74,no,3.28,2.52,63.64,10.76,37.59,0.08,0.09,0.08,1.6,1.8,1.07,0,0,0,0,1.98,0.15,2,0.15,0.36,1,0.08,27,2.06,48.15,7.407,0.08,0.99,15.38,1.6,52.38,7.63,34,4.58,1.3,0.08,11.83,70.97,2.14,50,3.66,83.33,2.98,76.92,0.31,50,13.38,8.26,0.04,0.31,0,0,0,0,0.15,0.69,66.67,0.76,40,0,0,0.38,0.23,0.84,54.55
O. Mangala,Everton,"LDMF, RCMF, RDMF",26,20000000,2028-06-30,11,650,1,0.5,0,0.53,14.82,47.66,Belgium,"Belgium, Congo DR",right,178,80,yes,6.65,4.71,41.18,0.83,16.67,0.14,0.17,0.14,4.57,5.53,1.94,1,0.14,0,0,2.08,0.14,1,0.14,0.07,0,0,6,0.83,33.33,16.667,0,0.69,20,2.22,68.75,6.51,51.06,0.83,0.69,0.14,35.72,89.53,9.42,82.35,5.68,95.12,14.82,91.59,0.83,50,16.2,20.94,0.07,0.55,0,0.14,0.14,100,0.28,5.4,84.62,0.97,57.14,0.14,100,0.28,0.14,4.15,73.33
V. Mykolenko,Everton,LB,25,28000000,2026-06-30,12,1113,0,0.26,0,0.75,11.81,49.32,Ukraine,Ukraine,left,180,71,no,7.2,5.58,49.28,2.91,52.78,0.32,0.37,0.24,4.12,4.68,0.73,1,0.08,0,0,1.37,0,0,0,0.02,0,0,6,0.49,16.67,0,0,2.67,36.36,0.65,37.5,1.78,40.91,0.97,0.65,0.08,29.19,77.56,12.45,68.18,5.26,96.92,8.17,82.18,3.48,51.16,18.79,30.66,0.06,0.57,0,0,0.16,50,0.24,3.72,71.74,2.83,45.71,0.16,0,0.49,0.81,7.2,69.66
J. Harrison,Everton,"RAMF, RW",28,18000000,2028-06-30,13,736,0,1.56,0,0.82,19.81,45.68,England,England,left,175,70,yes,5.75,5.87,54.17,0.98,37.5,0.12,0.13,0,2.45,2.61,0.37,0,0,0,0,3.91,0,0,0,0.19,0,0,12,1.47,16.67,0,0,3.3,29.63,3.91,56.25,10.52,41.86,3.06,2.45,0.24,23.85,70.77,6.36,57.69,5.5,88.89,6.48,62.26,1.1,66.67,15.61,12.13,0.1,0.73,0.12,0,0.49,100,0.37,2.2,61.11,2.93,41.67,0.61,80,0.98,0.98,5.5,71.11
A. Broja,Everton,CF,23,22000000,2028-06-30,1,11,0,0,0,0,,,England,"England, Albania",right,191,75,yes,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,10.77,0,,,,,,,,,,,,,,,,,
D. McNeil,Everton,"AMF, LW",25,22000000,2027-06-30,13,1249,3,1.72,3,3.6,16.07,40.81,England,England,left,183,70,no,3.89,3.1,67.44,1.3,11.11,0.07,0.08,0,1.73,1.9,0.43,1,0.07,0,0,3.31,0.22,3,0.22,0.12,0,0,20,1.44,35,15,0.22,3.17,38.64,3.03,45.24,9.87,37.23,1.15,1.87,0.36,30.84,79.67,8.57,73.11,7.64,96.23,9.44,74.05,2.09,44.83,19.45,37.26,0.26,1.66,0,0,0.5,42.86,0.94,4.32,65,4.47,67.74,0.94,53.85,1.8,1.15,4.68,84.62
N. Patterson,Everton,RB,23,15000000,2027-06-30,1,22,0,0,0,0.15,,,Scotland,Scotland,right,183,72,no,,,,,,,0,,,3.33,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,19.19,38.41,,,,,,,,,,,,,,,,,
J. Stansfield,Fulham,CF,21,3500000,2031-06-30,1,4,0,0,0,0,,,England,England,right,187,69,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
J. Andersen,Fulham,"RCB, CB",28,35000000,2029-06-30,9,863,0,0.25,0,0,12.2,67.52,Denmark,Denmark,right,192,87,no,9.91,4.38,73.81,5.21,62,0.73,1.01,0.42,5.94,8.26,0.63,1,0.1,1,0.1,0.63,0,0,0,0.03,0,0,5,0.52,60,0,0,0.21,50,0.21,100,0.83,62.5,0.42,0.52,0,60.9,87.5,24.61,76.27,3.65,100,26.28,95.63,12.41,60.5,23.79,44.11,0,0,0,0,0,0,0,11.26,74.07,0.73,28.57,0.31,0,0,0.1,14.81,77.46
H. Reed,Fulham,"AMF, RCMF, RDMF",29,15000000,2027-06-30,8,105,0,0.03,0,0.11,21.43,48,England,England,right,181,72,no,10.29,12.86,46.67,3.43,50,0.86,1.25,0,3.43,5,4.29,2,1.71,0,0,0,0,0,0,0.02,0,0,1,0.86,0,0,0,2.57,0,0,0,1.71,50,2.57,0.86,0,31.71,78.38,9.43,81.82,8.57,100,5.14,66.67,1.71,100,16.62,6.76,0.1,0.86,0,0,0,0,0,1.71,100,1.71,0,0,0,0,0,0.86,100
T. Cairney,Fulham,"LDMF, RCMF, LCMF",33,2000000,2025-06-30,10,237,1,0.07,0,0.39,14.81,46.15,England,"England, Scotland",left,186,84,no,7.22,6.46,58.82,1.9,60,0.38,0.7,0.38,3.04,5.58,1.14,2,0.76,1,0.38,1.14,0.38,1,0.38,0.03,0,0,1,0.38,100,100,0,1.14,66.67,0.38,0,5.7,33.33,2.28,1.14,0.38,67.59,95.51,17.09,95.56,17.09,95.56,20.89,98.18,1.9,60,15.72,11.44,0.15,1.52,0.38,0,0,0,0.76,10.25,88.89,1.9,100,0,0,2.28,0.76,8.35,90.91
S. Lukić,Fulham,"LDMF, LCMF, RDMF",28,10000000,2027-06-30,9,743,0,0,0,0.45,16.59,62.77,Serbia,Serbia,right,183,77,no,10.54,10.42,66.28,0.97,37.5,0.73,0.94,0.36,2.91,3.77,2.66,5,0.61,0,0,0.73,0,0,0,0,0,0,1,0.12,0,0,0,0.36,33.33,0.61,80,2.66,68.18,0.12,0.97,0.24,45.42,92.53,12.23,83.17,5.57,97.83,19.38,97.5,1.09,88.89,16.87,13.16,0.05,0.61,0,0,0.36,33.33,0.12,5.09,83.33,0.73,83.33,0.36,33.33,0.36,0.12,4.36,72.22
J. King,Fulham,"AMF, LCMF",17,0,,1,17,0,0,0,0,,,England,England,,0,0,no,,,,,,,0,,,7.5,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,12.53,0,,,,,,,,,,,,,,,,,
Rodrigo Muniz,Fulham,CF,23,20000000,2026-06-30,13,509,1,2.17,0,0.05,26.7,32.45,Brazil,Brazil,right,185,67,no,2.3,1.59,33.33,9.37,35.85,0,0,0,1.77,2.52,1.06,1,0.18,0,0,1.77,0.18,1,0.18,0.38,0,0,15,2.65,33.33,6.667,0,0.35,50,0.71,75,8.13,26.09,4.24,0.35,0,9.37,69.81,2.48,57.14,2.3,100,1.59,77.78,0.88,80,12.83,10.32,0.01,0.18,0,0,0.35,50,0,2.48,42.86,0.18,100,0.18,100,0.35,0.18,0.53,66.67
B. Leno,Fulham,GK,32,13000000,2027-06-30,14,1391,0,0,1,0.34,0.65,80,Germany,Germany,right,190,82,no,1.1,0.13,100,0.32,80,0.06,0.09,0,0.91,1.22,0,2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,26.66,94.66,9.58,85.81,0,0,16.43,100,5.11,74.68,26.96,47.6,0.02,0.06,0,0.06,0,0,0.06,1.29,45,0.06,0,0.06,100,0,0,4.27,84.85
R. Jiménez,Fulham,CF,33,5000000,2025-06-30,14,883,4,5.22,2,2.26,23.44,34.35,Mexico,Mexico,right,187,76,no,4.28,3.67,50,6.22,29.51,0.71,0.96,0.1,1.73,2.33,1.63,0,0,0,0,2.65,0.41,3,0.31,0.53,0,0,31,3.16,45.16,12.903,0.2,1.02,0,1.83,55.56,8.05,35.44,5.4,0.82,0.2,19.47,74.87,4.28,64.29,5.61,87.27,4.59,77.78,1.33,61.54,16.25,18.44,0.23,0.82,0,0.1,0.31,66.67,0.41,1.43,64.29,0.71,42.86,0.41,75,0.82,0,2.04,65
K. Tete,Fulham,RB,29,15000000,2025-06-30,13,1219,0,1.25,0,0.21,19.2,54.23,Netherlands,"Netherlands, Mozambique",right,180,71,no,11.15,8.49,64.35,2.51,47.06,0.74,0.99,0.37,4.95,6.63,1.48,3,0.22,0,0,1.62,0,0,0,0.09,0,0,16,1.18,12.5,0,0,1.55,28.57,1.62,63.64,5.32,47.22,1.48,1.7,0.59,40.53,84.88,16.39,78.38,7.24,97.96,9.38,84.25,3.47,61.7,17.14,34.1,0.02,0.3,0,0,0.07,0,0.15,6.28,84.71,1.48,45,0.15,0,0.22,0.52,7.01,69.47
Adama Traoré,Fulham,"RAMF, RW, LW",28,9000000,2025-06-30,13,826,1,2.95,3,2.28,24.62,46.46,Spain,"Spain, Mali",right,178,72,no,3.27,4.14,55.26,3.38,51.61,0,0,0,0.98,1.3,1.09,2,0.22,0,0,6.54,0.11,1,0.11,0.32,0,0,20,2.18,35,5,0.33,4.58,30.95,8.17,52,14.93,45.26,3.81,4.47,0.87,26.8,76.02,4.58,71.43,8.28,94.74,8.17,65.33,0.54,40,18.77,13.35,0.25,1.42,0,0,0.11,100,0.76,1.96,88.89,4.03,45.95,0.11,100,0.87,1.42,3.7,73.53
A. Iwobi,Fulham,"LAMF, RAMF",28,25000000,2028-06-30,14,1309,5,2.84,3,2.81,16.29,43.04,Nigeria,"Nigeria, England",right,183,75,no,5.16,4.13,61.67,1.38,10,0.07,0.09,0.07,2.54,3.4,0.55,1,0.07,0,0,4.26,0.34,5,0.34,0.2,0,0,24,1.65,58.33,20.833,0.21,2.96,23.26,3.78,61.82,8.94,40.77,3.58,2.61,0.48,39.81,79.45,11.07,75.16,6.67,91.75,14.64,78.4,3.58,61.54,17.69,36.84,0.19,1.31,0.14,0.07,0.83,33.33,1.03,3.99,82.76,5.02,60.27,0.89,46.15,2.61,0.69,8.18,81.51
Andreas Pereira,Fulham,"RDMF, RCMF",28,20000000,2026-06-30,13,958,1,2.24,0,2.43,16.63,43.5,Belgium,"Belgium, Brazil",right,178,70,no,5.35,5.64,56.67,2.07,31.82,0.47,0.63,0.09,1.69,2.27,1.22,4,0.38,0,0,2.91,0.09,1,0.09,0.21,0,0,18,1.69,27.78,5.556,0,2.44,30.77,2.63,64.29,6.76,44.44,1.13,1.03,0.19,38.42,76.04,13.53,62.5,6.29,97.01,12.03,78.13,4.23,44.44,18.21,37.65,0.23,2.35,0,0,0.19,0,0.19,6.39,64.71,3.48,40.54,0.09,0,1.13,0.56,6.01,75
T. Castagne,Fulham,"RB, RCB",29,17000000,2027-06-30,5,184,0,0.13,0,0,13.21,62.96,Belgium,Belgium,right,185,80,no,11.25,6.36,61.54,4.89,60,0,0,0.49,7.34,10.23,0,0,0,0,0,1.96,0,0,0,0.06,0,0,2,0.98,50,0,0,1.96,25,0.98,100,1.47,66.67,0.98,0,0,38.64,86.08,13.7,85.71,6.85,92.86,10.76,86.36,3.91,62.5,15.5,31.83,0,0,0,0,0,0,0,1.47,66.67,0.98,0,0.49,0,0,0,5.87,66.67
H. Wilson,Fulham,"RAMF, RW",27,17000000,2026-06-30,10,280,3,0.6,0,0.05,11.25,37.14,Wales,"Wales, England",left,173,70,no,4.82,3.54,45.45,1.61,20,0.64,0.92,0,2.57,3.69,1.29,2,0.64,0,0,2.57,0.96,3,0.96,0.19,1,0.32,6,1.93,50,50,0,0.96,0,2.89,44.44,4.82,33.33,6.75,1.29,0.96,28.61,77.53,8.68,59.26,8.68,88.89,7.39,78.26,3.54,45.45,18.37,16.46,0.02,0.32,0,0.32,0.96,33.33,0,3.86,58.33,2.57,37.5,0.96,33.33,0.96,0,2.89,77.78
I. Diop,Fulham,RCB,27,20000000,2027-06-30,9,647,0,0.61,0,0,8.07,56.9,France,"France, Senegal",right,194,92,no,5.43,2.64,57.89,2.64,47.37,0.42,0.55,0.42,3.48,4.6,0.56,1,0.14,0,0,0.56,0,0,0,0.08,0,0,5,0.7,40,0,0,0,0,0.28,50,0.97,57.14,0.97,0,0,44.23,88.05,17.53,77.78,2.78,95,18.22,98.47,5.01,52.78,25.44,32.02,0,0,0,0,0.14,100,0,4.45,65.63,0.56,0,0.42,33.33,0.14,0,6.26,71.11
S. Berge,Fulham,LDMF,26,20000000,2029-06-30,11,778,0,0.11,0,0.26,11.92,66.02,Norway,Norway,right,195,96,no,8.91,5.09,77.27,2.54,63.64,0.23,0.31,0.46,4.74,6.28,0.69,1,0.12,0,0,0.23,0,0,0,0.01,0,0,1,0.12,0,0,0,0,0,0.35,33.33,2.43,52.38,0.12,0.35,0,40.84,92.07,11.8,84.31,7.29,98.41,16.08,94.24,1.16,90,17.18,30.84,0.03,0.58,0.12,0,0.12,100,0.12,3.82,84.85,0.35,100,0.12,100,0.12,0,4.63,80
A. Robinson,Fulham,LB,27,25000000,2028-06-30,14,1391,0,0.4,4,1.75,15.08,54.51,England,"England, United States",left,183,73,no,9.83,7.12,62.73,1.49,65.22,0.26,0.35,0.06,5.11,6.91,0.78,1,0.06,0,0,3.43,0,0,0,0.03,0,0,8,0.52,12.5,0,0.26,4.27,39.39,2.01,80.65,4.4,50,1.49,1.75,0.78,44.39,77.99,14.69,70.48,7.25,89.29,14.49,79.02,4.59,49.3,19.85,36.21,0.11,0.84,0.06,0.06,0.13,50,0.91,5.37,73.49,4.21,40,0.65,40,0.78,1.36,8.41,63.85
R. Nelson,Fulham,"LAMF, LW",24,15000000,2027-06-30,12,552,1,2.2,0,1.28,22.66,42.45,England,"England, Jamaica",right,175,71,yes,5.87,5.54,52.94,0.65,0,0,0,0,2.93,4.35,1.14,1,0.16,0,0,7.5,0.16,1,0.16,0.36,0,0,13,2.12,46.15,7.692,0,4.08,56,8.15,50,13.86,44.71,5.71,4.73,1.47,43.53,90.26,7.83,89.58,15.33,98.94,12.55,80.52,1.63,70,18.13,24.01,0.21,1.79,0,0,0.16,100,1.47,2.28,92.86,3.59,72.73,0.16,100,1.96,1.96,4.24,92.31
R. Sessegnon,Fulham,LCMF,24,10000000,2026-06-30,1,12,0,0,0,0,,,England,England,left,178,70,no,,,,,,,0,,,12,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,13.09,0,,,,,,,,,,,,,,,,,
E. Smith Rowe,Fulham,"AMF, CF",24,22000000,2029-06-30,14,1055,3,2.33,1,1.14,10.32,43.8,England,England,right,182,72,no,4.09,3.16,45.95,0.94,36.36,0.17,0.24,0.09,2.47,3.43,0.68,1,0.09,0,0,1.88,0.26,3,0.26,0.2,0,0,16,1.36,18.75,18.75,0.09,0.77,22.22,2.13,60,4.69,49.09,2.82,2.47,0.6,45.04,90.72,13.22,88.39,11.18,96.95,10.75,93.65,0.77,44.44,15.01,16.47,0.1,0.85,0.26,0,0.34,50,0.68,4.69,94.55,1.62,63.16,0.26,33.33,0.43,0.17,4.18,79.59
C. Bassey,Fulham,LCB,24,16000000,2027-06-30,14,1391,0,0.58,0,0,12.75,55.33,England,"England, Nigeria",left,185,76,no,8.02,4.85,77.33,2.52,38.46,0.26,0.35,0.84,4.01,5.42,0.71,4,0.26,0,0,0.52,0,0,0,0.04,0,0,6,0.39,33.33,0,0,0.06,0,0.58,66.67,2.78,34.88,0.32,0.91,0.13,50.98,90.61,19.54,81.13,3.56,98.18,21.87,97.34,4.85,56,20.11,42.11,0,0,0.06,0,0,0,0,4.98,74.03,0.26,25,0.06,0,0.06,0,7.25,67.86
Jorge Cuenca,Fulham,"CB, RAMF",25,6000000,2028-06-30,2,11,0,0,0,0,,,Spain,Spain,left,190,75,no,,,,,,,0,,,60,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,25.59,0,,,,,,,,,,,,,,,,,
